open_time,open,high,low,close,volume,close_time
1726247700000,0.52,0.52,0.52,0.52,20.0,1726247999999
1726248000000,0.52,0.52,0.52,0.52,0.0,1726248299999
1726248300000,0.52,0.52,0.52,0.52,20.0,1726248599999
1726248600000,0.52,0.52,0.52,0.52,20.0,1726248899999
1726248900000,0.52,0.52,0.52,0.52,20.0,1726249199999
1726249200000,0.52,0.52,0.52,0.52,20.0,1726249499999
1726249500000,0.6,0.6,0.6,0.6,20.0,1726249799999
1726249800000,0.6,0.6,0.6,0.6,0.0,1726250099999
1726250100000,0.6,0.6,0.52,0.52,40.0,1726250399999
1726250400000,0.52,0.52,0.52,0.52,60.0,1726250699999
1726250700000,0.52,0.52,0.52,0.52,20.0,1726250999999
1726251000000,0.52,0.52,0.52,0.52,0.0,1726251299999
1726251300000,0.52,0.52,0.52,0.52,0.0,1726251599999
1726251600000,0.52,0.52,0.52,0.52,4445.2,1726251899999
1726251900000,0.52,0.52,0.52,0.52,38.8,1726252199999
1726252200000,0.52,0.52,0.52,0.52,10.0,1726252499999
1726252500000,0.52,0.52,0.52,0.52,0.0,1726252799999
1726252800000,0.52,0.52,0.52,0.52,0.0,1726253099999
1726253100000,0.52,0.52,0.52,0.52,0.0,1726253399999
1726253400000,0.52,0.52,0.52,0.52,0.0,1726253699999
1726253700000,0.52,0.52,0.52,0.52,253.6,1726253999999
1726254000000,0.52,0.52,0.52,0.52,0.0,1726254299999
1726254300000,0.52,0.52,0.52,0.52,0.0,1726254599999
1726254600000,0.52,0.52,0.52,0.52,0.0,1726254899999
1726254900000,0.6,0.6,0.6,0.6,19.8,1726255199999
1726255200000,0.6,0.6,0.6,0.6,0.0,1726255499999
1726255500000,0.6,0.6,0.6,0.6,30.2,1726255799999
1726255800000,0.6,0.6,0.6,0.6,0.0,1726256099999
1726256100000,0.6,0.6,0.6,0.6,0.0,1726256399999
1726256400000,0.6,0.6,0.6,0.6,0.0,1726256699999
1726256700000,0.6,0.6,0.6,0.6,0.0,1726256999999
1726257000000,0.6,0.6,0.6,0.6,0.0,1726257299999
1726257300000,0.6,0.6,0.6,0.6,0.0,1726257599999
1726257600000,0.6,0.6,0.6,0.6,0.0,1726257899999
1726257900000,0.6,0.6,0.6,0.6,0.0,1726258199999
1726258200000,0.6,0.6,0.6,0.6,0.0,1726258499999
1726258500000,0.6,0.6,0.6,0.6,0.0,1726258799999
1726258800000,0.6,0.6,0.6,0.6,0.0,1726259099999
1726259100000,0.6,0.6,0.6,0.6,0.0,1726259399999
1726259400000,0.6,0.6,0.6,0.6,0.0,1726259699999
1726259700000,0.6,0.6,0.6,0.6,3000.0,1726259999999
1726260000000,0.6,0.6,0.6,0.6,11998.9,1726260299999
1726260300000,0.6,0.6,0.6,0.6,0.0,1726260599999
1726260600000,0.6,0.6,0.6,0.6,0.0,1726260899999
1726260900000,0.6,0.6,0.6,0.6,0.0,1726261199999
1726261200000,0.6,0.6,0.6,0.6,0.0,1726261499999
1726261500000,0.6001,0.6001,0.6001,0.6001,19.2,1726261799999
1726261800000,0.6001,0.6001,0.6,0.6,1917.6,1726262099999
1726262100000,0.6,0.6,0.6,0.6,0.0,1726262399999
1726262400000,0.6,0.6,0.6,0.6,0.0,1726262699999
1726262700000,0.6,0.6,0.6,0.6,0.0,1726262999999
1726263000000,0.6,0.6,0.6,0.6,0.0,1726263299999
1726263300000,0.6,0.6,0.6,0.6,0.0,1726263599999
1726263600000,0.6,0.6,0.6,0.6,166.6,1726263899999
1726263900000,0.6,0.6,0.6,0.6,0.0,1726264199999
1726264200000,0.6,0.6,0.6,0.6,0.0,1726264499999
1726264500000,0.6,0.6,0.6,0.6,0.0,1726264799999
1726264800000,0.6,0.6,0.6,0.6,0.0,1726265099999
1726265100000,0.6,0.6,0.6,0.6,0.0,1726265399999
1726265400000,0.6,0.6,0.6,0.6,0.0,1726265699999
1726265700000,0.6,0.6,0.6,0.6,0.0,1726265999999
1726266000000,0.6,0.6,0.6,0.6,0.0,1726266299999
1726266300000,0.6,0.6,0.6,0.6,0.0,1726266599999
1726266600000,0.6,0.6,0.6,0.6,0.0,1726266899999
1726266900000,0.6,0.6,0.6,0.6,0.0,1726267199999
1726267200000,0.6,0.6,0.6,0.6,0.0,1726267499999
1726267500000,0.6,0.6,0.6,0.6,0.0,1726267799999
1726267800000,0.6,0.6,0.6,0.6,0.0,1726268099999
1726268100000,0.6,0.6,0.6,0.6,0.0,1726268399999
1726268400000,0.6,0.6,0.6,0.6,0.0,1726268699999
1726268700000,0.6,0.6,0.6,0.6,0.0,1726268999999
1726269000000,0.6,0.6,0.6,0.6,0.0,1726269299999
1726269300000,0.6,0.6,0.6,0.6,0.0,1726269599999
1726269600000,0.6,0.6,0.6,0.6,0.0,1726269899999
1726269900000,0.6,0.6,0.6,0.6,0.0,1726270199999
1726270200000,0.6,0.6,0.6,0.6,0.0,1726270499999
1726270500000,0.6,0.6,0.6,0.6,0.0,1726270799999
1726270800000,0.6,0.6,0.6,0.6,0.0,1726271099999
1726271100000,0.6,0.6,0.6,0.6,0.0,1726271399999
1726271400000,0.6,0.6,0.6,0.6,0.0,1726271699999
1726271700000,0.6,0.6,0.6,0.6,0.0,1726271999999
1726272000000,0.6,0.6,0.6,0.6,0.0,1726272299999
1726272300000,0.6002,0.6002,0.6,0.6,3333.3,1726272599999
1726272600000,0.6,0.6,0.6,0.6,0.0,1726272899999
1726272900000,0.6,0.6,0.6,0.6,0.0,1726273199999
1726273200000,0.6,0.6,0.6,0.6,0.0,1726273499999
1726273500000,0.6,0.6,0.6,0.6,0.0,1726273799999
1726273800000,0.6,0.6,0.6,0.6,0.0,1726274099999
1726274100000,0.6,0.6,0.6,0.6,0.0,1726274399999
1726274400000,0.6,0.6,0.6,0.6,0.0,1726274699999
1726274700000,0.6,0.6,0.6,0.6,0.0,1726274999999
1726275000000,0.6,0.6,0.6,0.6,0.0,1726275299999
1726275300000,0.6,0.6,0.6,0.6,0.0,1726275599999
1726275600000,0.6001,0.6001,0.6001,0.6001,166.6,1726275899999
1726275900000,0.6001,0.6001,0.6,0.6,10650.4,1726276199999
1726276200000,0.6,0.6,0.6,0.6,0.0,1726276499999
1726276500000,0.6,0.6,0.6,0.6,0.0,1726276799999
1726276800000,0.6,0.6,0.6,0.6,0.0,1726277099999
1726277100000,0.6,0.6,0.6,0.6,0.0,1726277399999
1726277400000,0.6,0.6,0.6,0.6,0.0,1726277699999
1726277700000,0.6,0.6,0.6,0.6,0.0,1726277999999
1726278000000,0.6,0.6,0.6,0.6,0.0,1726278299999
1726278300000,0.6,0.6,0.6,0.6,0.0,1726278599999
1726278600000,0.6,0.6,0.6,0.6,0.0,1726278899999
1726278900000,0.6,0.6,0.6,0.6,0.0,1726279199999
1726279200000,0.6,0.6,0.6,0.6,0.0,1726279499999
1726279500000,0.6,0.6,0.6,0.6,0.0,1726279799999
1726279800000,0.6,0.6,0.6,0.6,0.0,1726280099999
1726280100000,0.6,0.6,0.6,0.6,0.0,1726280399999
1726280400000,0.6,0.6,0.6,0.6,0.0,1726280699999
1726280700000,0.6,0.6,0.6,0.6,0.0,1726280999999
1726281000000,0.6,0.6,0.6,0.6,0.0,1726281299999
1726281300000,0.6,0.6,0.6,0.6,0.0,1726281599999
1726281600000,0.6,0.6,0.6,0.6,0.0,1726281899999
1726281900000,0.6,0.6,0.6,0.6,0.0,1726282199999
1726282200000,0.6,0.6,0.6,0.6,0.0,1726282499999
1726282500000,0.6,0.6,0.6,0.6,0.0,1726282799999
1726282800000,0.6,0.6,0.6,0.6,0.0,1726283099999
1726283100000,0.6,0.6,0.6,0.6,0.0,1726283399999
1726283400000,0.6,0.6,0.6,0.6,0.0,1726283699999
1726283700000,0.6,0.6,0.6,0.6,0.0,1726283999999
1726284000000,0.6,0.6,0.6,0.6,0.0,1726284299999
1726284300000,0.6,0.6,0.6,0.6,0.0,1726284599999
1726284600000,0.6,0.6,0.6,0.6,0.0,1726284899999
1726284900000,0.6,0.6,0.6,0.6,0.0,1726285199999
1726285200000,0.6,0.6,0.6,0.6,0.0,1726285499999
1726285500000,0.6,0.6,0.6,0.6,0.0,1726285799999
1726285800000,0.6,0.6,0.6,0.6,0.0,1726286099999
1726286100000,0.6,0.6,0.6,0.6,0.0,1726286399999
1726286400000,0.6,0.6,0.6,0.6,0.0,1726286699999
1726286700000,0.6,0.6,0.6,0.6,0.0,1726286999999
1726287000000,0.6,0.6,0.6,0.6,0.0,1726287299999
1726287300000,0.6,0.6,0.6,0.6,0.0,1726287599999
1726287600000,0.6,0.6,0.6,0.6,0.0,1726287899999
1726287900000,0.6,0.6,0.6,0.6,0.0,1726288199999
1726288200000,0.6003,0.6003,0.6003,0.6003,10.0,1726288499999
1726288500000,0.6003,0.6003,0.6003,0.6003,10.0,1726288799999
1726288800000,0.6003,0.6003,0.6003,0.6003,0.0,1726289099999
1726289100000,0.6003,0.6003,0.6003,0.6003,0.0,1726289399999
1726289400000,0.6003,0.6003,0.6003,0.6003,0.0,1726289699999
1726289700000,0.6003,0.6003,0.6003,0.6003,0.0,1726289999999
1726290000000,0.6003,0.6003,0.6003,0.6003,0.0,1726290299999
1726290300000,0.6003,0.6003,0.6003,0.6003,0.0,1726290599999
1726290600000,0.6004,0.6004,0.6,0.6,11998.9,1726290899999
1726290900000,0.6,0.6,0.6,0.6,0.0,1726291199999
1726291200000,0.6,0.6,0.6,0.6,0.0,1726291499999
1726291500000,0.6,0.6,0.6,0.6,32776.4,1726291799999
1726291800000,0.6,0.6,0.6,0.6,0.0,1726292099999
1726292100000,0.6,0.6,0.6,0.6,0.0,1726292399999
1726292400000,0.6,0.6,0.6,0.6,0.0,1726292699999
1726292700000,0.6,0.6,0.6,0.6,0.0,1726292999999
1726293000000,0.6,0.6,0.6,0.6,0.0,1726293299999
1726293300000,0.6,0.6,0.6,0.6,0.0,1726293599999
1726293600000,0.6,0.6,0.6,0.6,0.0,1726293899999
1726293900000,0.6,0.6,0.6,0.6,0.0,1726294199999
1726294200000,0.6,0.6,0.6,0.6,0.0,1726294499999
1726294500000,0.6,0.6,0.6,0.6,0.0,1726294799999
1726294800000,0.6,0.6,0.6,0.6,0.0,1726295099999
1726295100000,0.6,0.6,0.6,0.6,0.0,1726295399999
1726295400000,0.6,0.6,0.6,0.6,0.0,1726295699999
1726295700000,0.6,0.6,0.6,0.6,0.0,1726295999999
1726296000000,0.6,0.6,0.6,0.6,0.0,1726296299999
1726296300000,0.6,0.6,0.6,0.6,0.0,1726296599999
1726296600000,0.6,0.6,0.6,0.6,0.0,1726296899999
1726296900000,0.6,0.6,0.6,0.6,0.0,1726297199999
1726297200000,0.6,0.6,0.6,0.6,0.0,1726297499999
1726297500000,0.6,0.6,0.6,0.6,0.0,1726297799999
1726297800000,0.6,0.6,0.6,0.6,0.0,1726298099999
1726298100000,0.6,0.6,0.6,0.6,0.0,1726298399999
1726298400000,0.6,0.6,0.6,0.6,0.0,1726298699999
1726298700000,0.6,0.6,0.6,0.6,0.0,1726298999999
1726299000000,0.6001,0.6001,0.6001,0.6001,166.6,1726299299999
1726299300000,0.6001,0.6001,0.6001,0.6001,0.0,1726299599999
1726299600000,0.6001,0.6001,0.6001,0.6001,0.0,1726299899999
1726299900000,0.6001,0.6001,0.6001,0.6001,0.0,1726300199999
1726300200000,0.6001,0.6001,0.6001,0.6001,0.0,1726300499999
1726300500000,0.6001,0.6001,0.6,0.6,2970.6,1726300799999
1726300800000,0.6,0.6,0.6,0.6,0.0,1726301099999
1726301100000,0.6,0.6,0.6,0.6,0.0,1726301399999
1726301400000,0.6,0.6,0.6,0.6,0.0,1726301699999
1726301700000,0.6,0.6,0.6,0.6,0.0,1726301999999
1726302000000,0.6,0.6,0.6,0.6,0.0,1726302299999
1726302300000,0.64,0.64,0.64,0.64,39.1,1726302599999
1726302600000,0.64,0.64,0.64,0.64,100.0,1726302899999
1726302900000,0.64,0.64,0.64,0.64,0.0,1726303199999
1726303200000,0.64,0.64,0.64,0.64,0.0,1726303499999
1726303500000,0.64,0.64,0.64,0.64,30.1,1726303799999
1726303800000,0.6001,0.6001,0.6001,0.6001,9.2,1726304099999
1726304100000,0.6001,0.6001,0.6001,0.6001,0.0,1726304399999
1726304400000,0.6001,0.6001,0.6,0.6,142883.2,1726304699999
1726304700000,0.6,0.6,0.6,0.6,0.0,1726304999999
1726305000000,0.64,0.64,0.64,0.64,11666.6,1726305299999
1726305300000,0.64,0.64,0.64,0.64,0.0,1726305599999
1726305600000,0.64,0.64,0.64,0.64,2656.3,1726305899999
1726305900000,0.64,0.64,0.64,0.64,20.0,1726306199999
1726306200000,0.64,0.64,0.64,0.64,0.0,1726306499999
1726306500000,0.64,0.64,0.64,0.64,39.0,1726306799999
1726306800000,0.64,0.64,0.64,0.64,58.0,1726307099999
1726307100000,0.64,0.64,0.64,0.64,0.0,1726307399999
1726307400000,0.64,0.64,0.64,0.64,0.0,1726307699999
1726307700000,0.64,0.64,0.64,0.64,15625.0,1726307999999
1726308000000,0.64,0.64,0.64,0.64,0.0,1726308299999
1726308300000,0.64,0.64,0.64,0.64,0.0,1726308599999
1726308600000,0.64,0.64,0.64,0.64,3654.3,1726308899999
1726308900000,0.64,0.64,0.64,0.64,1000.0,1726309199999
1726309200000,0.64,0.64,0.64,0.64,0.0,1726309499999
1726309500000,0.64,0.64,0.64,0.64,0.0,1726309799999
1726309800000,0.64,0.64,0.64,0.64,0.0,1726310099999
1726310100000,0.64,0.64,0.64,0.64,0.0,1726310399999
1726310400000,0.64,0.64,0.64,0.64,0.0,1726310699999
1726310700000,0.64,0.64,0.64,0.64,94.3,1726310999999
1726311000000,0.64,0.64,0.64,0.64,0.0,1726311299999
1726311300000,0.64,0.64,0.64,0.64,0.0,1726311599999
1726311600000,0.64,0.64,0.64,0.64,1754.3,1726311899999
1726311900000,0.64,0.64,0.64,0.64,0.0,1726312199999
1726312200000,0.64,0.64,0.64,0.64,8.0,1726312499999
1726312500000,0.64,0.64,0.64,0.64,17692.8,1726312799999
1726312800000,0.6389,0.64,0.6389,0.6389,29836.9,1726313099999
1726313100000,0.6389,0.6389,0.6389,0.6389,0.0,1726313399999
1726313400000,0.64,0.64,0.64,0.64,88363.3,1726313699999
1726313700000,0.64,0.64,0.64,0.64,0.0,1726313999999
1726314000000,0.64,0.64,0.64,0.64,0.0,1726314299999
1726314300000,0.64,0.64,0.64,0.64,0.0,1726314599999
1726314600000,0.64,0.64,0.64,0.64,0.0,1726314899999
1726314900000,0.64,0.64,0.64,0.64,0.0,1726315199999
1726315200000,0.64,0.64,0.64,0.64,0.0,1726315499999
1726315500000,0.64,0.64,0.64,0.64,0.0,1726315799999
1726315800000,0.64,0.64,0.64,0.64,0.0,1726316099999
1726316100000,0.64,0.64,0.64,0.64,0.0,1726316399999
1726316400000,0.64,0.64,0.64,0.64,0.0,1726316699999
1726316700000,0.6389,0.6389,0.6389,0.6389,1998.5,1726316999999
1726317000000,0.6389,0.6389,0.6389,0.6389,0.0,1726317299999
1726317300000,0.6389,0.6389,0.6389,0.6389,0.0,1726317599999
1726317600000,0.6389,0.6389,0.6389,0.6389,0.0,1726317899999
1726317900000,0.6389,0.6389,0.6389,0.6389,0.0,1726318199999
1726318200000,0.6389,0.6389,0.6389,0.6389,0.0,1726318499999
1726318500000,0.6389,0.6389,0.6389,0.6389,0.0,1726318799999
1726318800000,0.6389,0.6389,0.6389,0.6389,0.0,1726319099999
1726319100000,0.6389,0.6389,0.6389,0.6389,0.0,1726319399999
1726319400000,0.6389,0.6389,0.6389,0.6389,0.0,1726319699999
1726319700000,0.6389,0.6389,0.6389,0.6389,790.0,1726319999999
1726320000000,0.6389,0.6389,0.6389,0.6389,310.0,1726320299999
1726320300000,0.6389,0.6389,0.6389,0.6389,100.0,1726320599999
1726320600000,0.6389,0.6389,0.6389,0.6389,100.0,1726320899999
1726320900000,0.6389,0.6389,0.54,0.54,134629.6,1726321199999
1726321200000,0.54,0.54,0.54,0.54,0.0,1726321499999
1726321500000,0.5401,0.5401,0.5401,0.5401,93993.3,1726321799999
1726321800000,0.5401,0.5401,0.5401,0.5401,0.0,1726322099999
1726322100000,0.5401,0.5401,0.5401,0.5401,0.0,1726322399999
1726322400000,0.5879,0.5879,0.5401,0.5401,210.6,1726322699999
1726322700000,0.5401,0.5401,0.5401,0.5401,0.0,1726322999999
1726323000000,0.54,0.54,0.54,0.54,42.2,1726323299999
1726323300000,0.54,0.54,0.54,0.54,184.4,1726323599999
1726323600000,0.54,0.54,0.54,0.54,0.0,1726323899999
1726323900000,0.54,0.54,0.54,0.54,0.0,1726324199999
1726324200000,0.54,0.54,0.54,0.54,0.0,1726324499999
1726324500000,0.54,0.54,0.54,0.54,0.0,1726324799999
1726324800000,0.54,0.54,0.54,0.54,0.0,1726325099999
1726325100000,0.54,0.54,0.54,0.54,9.3,1726325399999
1726325400000,0.54,0.54,0.54,0.54,0.0,1726325699999
1726325700000,0.54,0.54,0.54,0.54,0.0,1726325999999
1726326000000,0.54,0.54,0.54,0.54,0.0,1726326299999
1726326300000,0.54,0.54,0.54,0.54,0.0,1726326599999
1726326600000,0.54,0.54,0.54,0.54,0.0,1726326899999
1726326900000,0.54,0.54,0.54,0.54,0.0,1726327199999
1726327200000,0.54,0.54,0.54,0.54,0.0,1726327499999
1726327500000,0.54,0.54,0.54,0.54,0.0,1726327799999
1726327800000,0.54,0.54,0.54,0.54,0.0,1726328099999
1726328100000,0.5878,0.5878,0.5878,0.5878,5648.5,1726328399999
1726328400000,0.5878,0.5878,0.5878,0.5878,0.0,1726328699999
1726328700000,0.5878,0.5878,0.5878,0.5878,0.0,1726328999999
1726329000000,0.5878,0.5878,0.5878,0.5878,0.0,1726329299999
1726329300000,0.5878,0.5878,0.5878,0.5878,0.0,1726329599999
1726329600000,0.5869,0.5869,0.5869,0.5869,198.6,1726329899999
1726329900000,0.5853,0.5853,0.5853,0.5853,9825.9,1726330199999
1726330200000,0.5853,0.5853,0.5853,0.5853,0.0,1726330499999
1726330500000,0.5853,0.5853,0.5853,0.5853,0.0,1726330799999
1726330800000,0.5853,0.5853,0.5853,0.5853,0.0,1726331099999
1726331100000,0.5853,0.5853,0.5853,0.5853,0.0,1726331399999
1726331400000,0.5853,0.5853,0.5853,0.5853,0.0,1726331699999
1726331700000,0.5853,0.5853,0.5853,0.5853,0.0,1726331999999
1726332000000,0.5853,0.5853,0.5853,0.5853,0.0,1726332299999
1726332300000,0.5853,0.5853,0.5853,0.5853,0.0,1726332599999
1726332600000,0.5853,0.5853,0.5853,0.5853,0.0,1726332899999
1726332900000,0.5853,0.5853,0.5853,0.5853,0.0,1726333199999
1726333200000,0.5853,0.5853,0.5853,0.5853,0.0,1726333499999
1726333500000,0.5853,0.5853,0.5853,0.5853,0.0,1726333799999
1726333800000,0.5853,0.5853,0.5853,0.5853,0.0,1726334099999
1726334100000,0.5853,0.5853,0.5853,0.5853,0.0,1726334399999
1726334400000,0.5853,0.5853,0.5853,0.5853,18.6,1726334699999
1726334700000,0.5853,0.5853,0.5853,0.5853,17.0,1726334999999
1726335000000,0.5853,0.5853,0.5853,0.5853,164.4,1726335299999
1726335300000,0.5853,0.5853,0.5853,0.5853,0.0,1726335599999
1726335600000,0.5853,0.5853,0.5853,0.5853,0.0,1726335899999
1726335900000,0.5853,0.5853,0.5853,0.5853,0.0,1726336199999
1726336200000,0.5853,0.5853,0.5853,0.5853,0.0,1726336499999
1726336500000,0.5853,0.5853,0.5853,0.5853,0.0,1726336799999
1726336800000,0.5853,0.5853,0.5853,0.5853,0.0,1726337099999
1726337100000,0.5853,0.5853,0.5853,0.5853,0.0,1726337399999
1726337400000,0.5853,0.5853,0.5853,0.5853,0.0,1726337699999
1726337700000,0.5853,0.5853,0.5853,0.5853,0.0,1726337999999
1726338000000,0.5853,0.5853,0.5853,0.5853,0.0,1726338299999
1726338300000,0.6,0.6,0.6,0.6,8.6,1726338599999
1726338600000,0.6003,0.6003,0.6003,0.6003,5237.1,1726338899999
1726338900000,0.6003,0.6003,0.6003,0.6003,499.0,1726339199999
1726339200000,0.6003,0.6003,0.6003,0.6003,1999.0,1726339499999
1726339500000,0.6003,0.6003,0.6003,0.6003,5768.0,1726339799999
1726339800000,0.6003,0.6003,0.6003,0.6003,499.8,1726340099999
1726340100000,0.6003,0.6003,0.6003,0.6003,0.0,1726340399999
1726340400000,0.6004,0.6004,0.6003,0.6003,4170.3,1726340699999
1726340700000,0.6389,0.6389,0.5432,0.5432,17926.2,1726340999999
1726341000000,0.5432,0.5432,0.5432,0.5432,0.0,1726341299999
1726341300000,0.5432,0.5432,0.5432,0.5432,0.0,1726341599999
1726341600000,0.5432,0.5432,0.5432,0.5432,0.0,1726341899999
1726341900000,0.5432,0.5432,0.5432,0.5432,0.0,1726342199999
1726342200000,0.5432,0.5432,0.5432,0.5432,0.0,1726342499999
1726342500000,0.5432,0.5432,0.5432,0.5432,0.0,1726342799999
1726342800000,0.5432,0.5432,0.5432,0.5432,0.0,1726343099999
1726343100000,0.5432,0.5432,0.5432,0.5432,0.0,1726343399999
1726343400000,0.5432,0.5432,0.5432,0.5432,0.0,1726343699999
1726343700000,0.5432,0.5432,0.5432,0.5432,0.0,1726343999999
1726344000000,0.5432,0.5432,0.5432,0.5432,0.0,1726344299999
1726344300000,0.5432,0.5432,0.5432,0.5432,0.0,1726344599999
1726344600000,0.5432,0.5432,0.5432,0.5432,9.4,1726344899999
1726344900000,0.5432,0.5432,0.5432,0.5432,0.0,1726345199999
1726345200000,0.5432,0.5432,0.5432,0.5432,0.0,1726345499999
1726345500000,0.5432,0.5432,0.5432,0.5432,0.0,1726345799999
1726345800000,0.5432,0.5432,0.5432,0.5432,0.0,1726346099999
1726346100000,0.5432,0.5432,0.5432,0.5432,0.0,1726346399999
1726346400000,0.5432,0.5432,0.5432,0.5432,0.0,1726346699999
1726346700000,0.5432,0.5432,0.5432,0.5432,9.4,1726346999999
1726347000000,0.5432,0.5432,0.5432,0.5432,0.0,1726347299999
1726347300000,0.5432,0.5432,0.5432,0.5432,0.0,1726347599999
1726347600000,0.5432,0.5432,0.5432,0.5432,0.0,1726347899999
1726347900000,0.5432,0.5432,0.5432,0.5432,0.0,1726348199999
1726348200000,0.5432,0.5432,0.5432,0.5432,18.8,1726348499999
1726348500000,0.5432,0.5432,0.5432,0.5432,0.0,1726348799999
1726348800000,0.5432,0.5432,0.5432,0.5432,0.0,1726349099999
1726349100000,0.5432,0.5432,0.5432,0.5432,0.0,1726349399999
1726349400000,0.5432,0.5432,0.5432,0.5432,0.0,1726349699999
1726349700000,0.5432,0.5432,0.5432,0.5432,0.0,1726349999999
1726350000000,0.5432,0.5432,0.5432,0.5432,0.0,1726350299999
1726350300000,0.6389,0.6389,0.6389,0.6389,735.8,1726350599999
1726350600000,0.6389,0.6389,0.6389,0.6389,15.6,1726350899999
1726350900000,0.6389,0.6389,0.6389,0.6389,0.0,1726351199999
1726351200000,0.5433,0.5433,0.5432,0.5432,8384.0,1726351499999
1726351500000,0.5432,0.5432,0.5432,0.5432,0.0,1726351799999
1726351800000,0.5432,0.5432,0.5432,0.5432,0.0,1726352099999
1726352100000,0.5432,0.5432,0.5432,0.5432,0.0,1726352399999
1726352400000,0.5432,0.5432,0.5432,0.5432,0.0,1726352699999
1726352700000,0.5432,0.5432,0.5432,0.5432,0.0,1726352999999
1726353000000,0.5432,0.5432,0.5432,0.5432,0.0,1726353299999
1726353300000,0.5432,0.5432,0.5432,0.5432,0.0,1726353599999
1726353600000,0.6389,0.6389,0.6389,0.6389,4815.8,1726353899999
1726353900000,0.6389,0.6389,0.6389,0.6389,0.0,1726354199999
1726354200000,0.6389,0.6389,0.6389,0.6389,0.0,1726354499999
1726354500000,0.6389,0.6389,0.6389,0.6389,0.0,1726354799999
1726354800000,0.6389,0.6389,0.6389,0.6389,0.0,1726355099999
1726355100000,0.5433,0.5433,0.5433,0.5433,9.3,1726355399999
1726355400000,0.5433,0.5433,0.5433,0.5433,0.0,1726355699999
1726355700000,0.5433,0.5433,0.5433,0.5433,0.0,1726355999999
1726356000000,0.5433,0.5433,0.5433,0.5433,0.0,1726356299999
1726356300000,0.5433,0.5433,0.5433,0.5433,0.0,1726356599999
1726356600000,0.5433,0.5433,0.5433,0.5433,0.0,1726356899999
1726356900000,0.5433,0.5433,0.5433,0.5433,920.3,1726357199999
1726357200000,0.5433,0.5433,0.5433,0.5433,0.0,1726357499999
1726357500000,0.5433,0.5433,0.5433,0.5433,0.0,1726357799999
1726357800000,0.5433,0.5433,0.5433,0.5433,0.0,1726358099999
1726358100000,0.5433,0.5433,0.5433,0.5433,0.0,1726358399999
1726358400000,0.5433,0.5433,0.5433,0.5433,0.0,1726358699999
1726358700000,0.5433,0.5433,0.5433,0.5433,0.0,1726358999999
1726359000000,0.5433,0.5433,0.5433,0.5433,0.0,1726359299999
1726359300000,0.5433,0.5433,0.5433,0.5433,0.0,1726359599999
1726359600000,0.5433,0.5433,0.5433,0.5433,0.0,1726359899999
1726359900000,0.5433,0.5433,0.5433,0.5433,0.0,1726360199999
1726360200000,0.5433,0.5433,0.5432,0.5432,17980.6,1726360499999
1726360500000,0.5432,0.5432,0.5432,0.5432,0.0,1726360799999
1726360800000,0.5432,0.5432,0.5432,0.5432,0.0,1726361099999
1726361100000,0.5432,0.5432,0.5432,0.5432,0.0,1726361399999
1726361400000,0.5432,0.5432,0.5432,0.5432,0.0,1726361699999
1726361700000,0.5432,0.5432,0.5432,0.5432,0.0,1726361999999
1726362000000,0.5432,0.5432,0.5432,0.5432,3681.8,1726362299999
1726362300000,0.5432,0.5432,0.5432,0.5432,0.0,1726362599999
